Record creation date,Maker,Model,Model year,Begin date of manufacturing,End date of manufacturing,Potential number of units affected,Defect summary,Consequence summary,Corrective summary
20150122,VOLVO,VNM,2015,20140520,20141120,670,"General Motors LLC (GM) is recalling certain model year 2006-2007 Chevrolet Malibu and Malibu Maxx vehicles manufactured April 1, 2006, to June 30, 2006, and 2006-2007 Pontiac G6 vehicles manufactured April 18, 2006, to June 30, 2006.  In the affected vehicles, there may be a sudden loss of electric power steering (EPS) assist that could occur at any time while driving.","If power steering assist is lost, greater driver effort would be required to steer the vehicle at low speeds, increasing the risk of a crash.","GM will notify owners, and dealers will replace the torque sensor assembly, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Chevrolet customer service at 1-800-222-1020 or Pontiac customer service at 1-800-762-2737.  GM's number for this recall is 14772.  Note: This is an expansion of recall 14V-153 to cover additional vehicles built between April 1, 2006 and June 30, 2006."
20150122,VOLVO,VHD,2015,20140520,20141120,670,"General Motors LLC (GM) is recalling certain model year 2006-2007 Chevrolet Malibu and Malibu Maxx vehicles manufactured April 1, 2006, to June 30, 2006, and 2006-2007 Pontiac G6 vehicles manufactured April 18, 2006, to June 30, 2006.  In the affected vehicles, there may be a sudden loss of electric power steering (EPS) assist that could occur at any time while driving.","If power steering assist is lost, greater driver effort would be required to steer the vehicle at low speeds, increasing the risk of a crash.","GM will notify owners, and dealers will replace the torque sensor assembly, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Chevrolet customer service at 1-800-222-1020 or Pontiac customer service at 1-800-762-2737.  GM's number for this recall is 14772.  Note: This is an expansion of recall 14V-153 to cover additional vehicles built between April 1, 2006 and June 30, 2006."
20150122,VOLVO,VNL,2015,20140520,20141120,670,"General Motors LLC (GM) is recalling certain model year 2006-2007 Chevrolet Malibu and Malibu Maxx vehicles manufactured April 1, 2006, to June 30, 2006, and 2006-2007 Pontiac G6 vehicles manufactured April 18, 2006, to June 30, 2006.  In the affected vehicles, there may be a sudden loss of electric power steering (EPS) assist that could occur at any time while driving.","If power steering assist is lost, greater driver effort would be required to steer the vehicle at low speeds, increasing the risk of a crash.","GM will notify owners, and dealers will replace the torque sensor assembly, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Chevrolet customer service at 1-800-222-1020 or Pontiac customer service at 1-800-762-2737.  GM's number for this recall is 14772.  Note: This is an expansion of recall 14V-153 to cover additional vehicles built between April 1, 2006 and June 30, 2006."
20150122,MACK,CXU,2015,20140520,20141112,274,"General Motors LLC (GM) is recalling certain model year 2006-2007 Chevrolet Malibu and Malibu Maxx vehicles manufactured April 1, 2006, to June 30, 2006, and 2006-2007 Pontiac G6 vehicles manufactured April 18, 2006, to June 30, 2006.  In the affected vehicles, there may be a sudden loss of electric power steering (EPS) assist that could occur at any time while driving.","If power steering assist is lost, greater driver effort would be required to steer the vehicle at low speeds, increasing the risk of a crash.","GM will notify owners, and dealers will replace the torque sensor assembly, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Chevrolet customer service at 1-800-222-1020 or Pontiac customer service at 1-800-762-2737.  GM's number for this recall is 14772.  Note: This is an expansion of recall 14V-153 to cover additional vehicles built between April 1, 2006 and June 30, 2006."
20150122,GREAT DANE,VAN,2015,20140303,20141013,0,"General Motors LLC (GM) is recalling certain model year 2006-2007 Chevrolet Malibu and Malibu Maxx vehicles manufactured April 1, 2006, to June 30, 2006, and 2006-2007 Pontiac G6 vehicles manufactured April 18, 2006, to June 30, 2006.  In the affected vehicles, there may be a sudden loss of electric power steering (EPS) assist that could occur at any time while driving.","If power steering assist is lost, greater driver effort would be required to steer the vehicle at low speeds, increasing the risk of a crash.","GM will notify owners, and dealers will replace the torque sensor assembly, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Chevrolet customer service at 1-800-222-1020 or Pontiac customer service at 1-800-762-2737.  GM's number for this recall is 14772.  Note: This is an expansion of recall 14V-153 to cover additional vehicles built between April 1, 2006 and June 30, 2006."
20150122,GREAT DANE,REEFER,2015,20140303,20141013,0,"General Motors LLC (GM) is recalling certain model year 2006-2007 Chevrolet Malibu and Malibu Maxx vehicles manufactured April 1, 2006, to June 30, 2006, and 2006-2007 Pontiac G6 vehicles manufactured April 18, 2006, to June 30, 2006.  In the affected vehicles, there may be a sudden loss of electric power steering (EPS) assist that could occur at any time while driving.","If power steering assist is lost, greater driver effort would be required to steer the vehicle at low speeds, increasing the risk of a crash.","GM will notify owners, and dealers will replace the torque sensor assembly, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Chevrolet customer service at 1-800-222-1020 or Pontiac customer service at 1-800-762-2737.  GM's number for this recall is 14772.  Note: This is an expansion of recall 14V-153 to cover additional vehicles built between April 1, 2006 and June 30, 2006."
20150122,FORD,F-550 SD,2015,20140501,20140829,4,"Mack Trucks, Inc. (Mack) is recalling certain model year 2014-2015 CXU trucks manufactured June 1, 2013, to November 28, 2014.  These trucks may be equipped with an 88 liter air reservoir for the brakes instead of a 96 liter air reservoir. The lower volume of air may result in increased distances being needed to stop the truck.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard No. 121, ""Air Brake Systems.""","If the truck unexpectedly requires extra distance to stop, there is an increased risk of a crash.","Mack will notify owners, and dealers will install a larger air brake reservoir tank, free of charge. The recall is expected to begin March 26, 2015. Owners may contact Mack customer service at 1-800-528-6586.  Mack's number for this recall is SC0389."
20150122,FORD,F-450 SD,2015,20140501,20140829,4,"Mack Trucks, Inc. (Mack) is recalling certain model year 2014-2015 CXU trucks manufactured June 1, 2013, to November 28, 2014.  These trucks may be equipped with an 88 liter air reservoir for the brakes instead of a 96 liter air reservoir. The lower volume of air may result in increased distances being needed to stop the truck.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard No. 121, ""Air Brake Systems.""","If the truck unexpectedly requires extra distance to stop, there is an increased risk of a crash.","Mack will notify owners, and dealers will install a larger air brake reservoir tank, free of charge. The recall is expected to begin March 26, 2015. Owners may contact Mack customer service at 1-800-528-6586.  Mack's number for this recall is SC0389."
20150122,FORD,F-450 SD,2014,20140501,20140829,4,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine school buses manufactured June 5, 2010, to January 13, 2015.  In the affected school buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-SB."
20150122,FORD,F-550 SD,2014,20140501,20140829,4,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine school buses manufactured June 5, 2010, to January 13, 2015.  In the affected school buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-SB."
20150122,SPEED AND STRENGTH,SS300,9999,20130201,20131207,15653,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine school buses manufactured June 5, 2010, to January 13, 2015.  In the affected school buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-SB."
20150122,SPEED AND STRENGTH,SS200,9999,20130201,20131207,15653,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine school buses manufactured June 5, 2010, to January 13, 2015.  In the affected school buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-SB."
20150122,SPEED AND STRENGTH,SS400,9999,20130201,20131207,15653,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine school buses manufactured June 5, 2010, to January 13, 2015.  In the affected school buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-SB."
